Q96FE5	50
P14209.1	90
Q96S52	10
Q9UKR0	10
P10912	5
B7Z8B6	5
Q8IV36	2
C0LGL9	8
O00634.1	15
Q9P275	10
D4B1P2	8
Q6AWC2	5
Q86UN3.1	15
Q96PB1	19
P08237	5
P09581	12
Q8K4C2-5	2
Q9VWS4	2
Q8X150	6
Q13253.1	15
Q9HBG7	40
P58166.1	30
Q8IUW5	17
P0DJD1	5
Q5MY90	8
Q9VC57	8
O95810	4
Q9UHI8	15
P97361	2
P16157	5
Q9BX79	5
Q99MS4	2
Q8TAM2	7
F1MH24	8
P17936	15
P16581	55
Q91VB2	2
O14746	5
Q8TD84	23
Q920Q0	4
Q6UWY2	10
Q08929	12
Q9BSG0	7
Q9H8H2	5
D4APE2	2
Q9XSM3	6
P57083	15
F4HWB6	6
Q8IUX7	10
Q9DA75	4
Q8IUL8.2	15
O75487.4	30
Q9Y5Y6	15
O82244	4
Q03655	12
Q9H741.1	15
Q9BZZ2	70
O13716	2
P0CV09	4
Q6PCQ0	6
Q16849.1	15
O14525	5
Q9UJ99	15
Q8IWL1	5
O74943	2
P32600	20
O00270	2
Q9HC56.2	30
A0FGR9	6
O14727	10
Q09314	22
P78536	50
Q5SWK7	4
P08684	4
Q14439	20
A0A336U966	10
P34979	2
A8K2U0	31
Q9UBQ6	5
Q86Y37	5
G3V9D0	6
P49662	4
Q9CYH5	4
Q12860	45
Q9P0V8	10
Q8VEK2	2
Q5BKX8	2
Q5VZK9	4
P22462-2	10
Q8TER0.2	30
Q9NU53	20
Q7Z3S7	5
Q8N6M3	2
Q16849	15
Q96DZ1.1	30
P18085.3	30
P53847	16
Q8BQB4	4
Q9NQE9	5
Q6SJ96	5
Q12797-1	60
C1IC47	2
Q9UKY0	7
Q4R1C4	2
P36268	14
H2A0L0	2
Q9SG79	2
Q13416	5
Q7Z794	5
Q10061	22
P36222	5
O43405	10
O00533	75
Q96Q89	15
Q9Y6Y8	5
Q6NSI4	10
Q9Y446	5
P55735	2
Q9NZN5	10
Q8N7P1	15
Q9NAN2	4
O74510	2
Q6JTJ0	2
P52824	2
Q02818.4	255
O18965	4
P98164.3	1
P02647.1	120
Q96ID5	5
P20930	1
Q03142	6
Q9NPC4	10
Q13145	5
O00151	10
O60925	5
Q96MD2	5
Q9NPH2	15
Q92878	10
P10912.1	15
Q92845	10
Q62915	8
O95433	11
Q9BSN7	5
Q6ZRI0	5
Q9WTS6	16
P09661	5
Q8R4B8	16
Q6NS52	2
Q69ZF3	6
A1XIH5	2
Q7Z5L9	5
P11831.1	75
Q96NR8	6
Q16853.3	15
P15535-2	2
Q9BXX3	5
Q8WY64	4
P09016	5
D4AS41	2
Q5T7M9.1	15
P06803	2
P57680	4
Q9Y4A5	15
Q9Y0A1	46
Q9UQP3.2	15
Q9Y3D9	5
Q14833	25
Q96JQ0	25
P31942	5
P59046	5
P78310	14
A0A060XQP6	2
Q96RP7.1	15
Q5EF78	4
Q9SU72	4
Q9LX93	2
O60229	5
Q92854	50
P39007	6
Q6R567	4
Q9VWB9	12
D3Z7H4	4
Q8VY92	2
Q17990	4
Q9Y2E5.4	1
Q6FNQ2	2
O23429	2
Q9NZ52.1	15
P54198	5
Q41131	4
Q8N841	10
Q8ND76	2
Q9UGT4	15
Q86UW2	2
Q96QZ7	27
Q9FII5	18
O81270	2
P24046	15
P58335.5	15
P08294.2	15
Q2TAL8	5
O59712	8
Q6PCZ4	8
P46313	2
Q6P0N0	5
P48552	10
Q8TBP5.1	30
Q969F0	2
Q92823.3	15
O76021	5
Q07864	5
L8GD75	10
Q6EKJ0	5
P25653	16
D4ATR3	2
Q9H159	40
P93050	8
P32417	4
Q9P4E8	2
Q86XR7	2
P83493	4
P55290	40
Q6P9G4.2	30
Q04656-5	8
O88588	8
Q9UIU6	5
Q9NYQ7	75
O95499	5
O75752	5
P07355.2	15
G5EBX9	4
O14904	5
O75817	5
O75165	5
A8K309	15
Q8NFN8	5
Q38898	14
P17174	5
Q8WUM0	5
A2AJ88-2	12
O00468.6	510
O59833	6
O95965	5
Q966X9	2
Q8N139	37
Q6FV98	4
O43155.1	15
P19320.1	45
Q6P158	5
P10749	2
O00451.2	30
P38925	4
P55039	5
Q8WTU2.1	60
Q95N27	2
Q6V0I7	1
O95998.2	45
P33754	6
D4AX35	2
P35590	25
D4ANV2	14
Q2KJY2	5
P08219	6
P40169	2
Q32P51	5
P49959	15
Q8N109	5
Q62151-10	2
P18827	10
Q01804	5
D4AWC9	2
P57016	4
D4ALW9	2
Q94502	6
P59817	5
P15388	2
Q62888	4
O14195	2
Q68FL4	2
Q8NI22.1	75
O15523	5
Q8T0W1	4
Q9UKP4	10
P27816	5
O95707	5
O95967	5
Q6DIB5	16
O00592	30
Q93083	5
P62651	2
P13747	5
Q86WI1	1
Q6ZGL9	2
Q5SQ64	5
D0NJ41	4
Q15389.2	15
Q86X55.3	1
P41543	12
P21729	4
Q9R092	4
Q8N392.3	30
Q5M775	5
Q9Y2Z2	5
Q6ZUK4.1	30
Q99190	4
Q15035	10
Q96PS8	4
P86955	2
O75096	35
P68875	40
Q96DI7	5
Q5NE24	4
P23280	10
P52948	10
P48551-2	4
O60346-2	4
P68104.1	15
Q9H3T3	6
Q8NDX6	5
Q8VDZ4	8
O14672.1	60
Q7Z422.1	30
Q9GZS9	5
Q6UXV0	2
Q9H7D0	10
P47090	12
Q8K211	4
Q21433	8
Q8IVU1	35
Q96PQ0	35
Q06945	5
P10499	10
P30874	20
B1AT47	5
Q9NZ72	2
P43007	10
Q9P258	17
Q8TEY7	5
P51688	25
Q7TNJ2	6
Q8HWE5	6
Q5RLM2	4
Q8WXI7	1
Q9AUE0	6
Q9JHP7	4
Q92692.1	30
Q7YR83	2
Q9H7Z7	5
O43286	10
Q66H98	6
Q9XIE6	14
S0EGU4	4
Q3KR37	12
Q9BRT8	5
Q9MA83	16
P29120.2	45
F4JN35	4
O43520	10
Q9BY49	5
Q14703.1	120
Q14721	5
Q28298	8
Q9VNB5	4
Q5T9L3	7
Q6ZXC8	4
Q9UM54	4
O75969	5
M0RAS4	4
Q15121	5
Q8NEU8	7
Q86SR1	15
P05000	5
O60609	15
Q9QUR8	6
Q08877-9	4
Q8NC56	5
Q6ZMH5.3	30
Q24372	4
O19760	5
P16152	5
Q8CE08-2	2
Q8TAC9	5
O54890	4
Q59NP5	2
O75326.1	15
Q8NCW0	20
Q18425	6
O43933	5
Q9NP85-2	2
Q5SZK8	45
P10184	4
Q13332	24
B4FG96	2
Q8TDW7	1
Q9Y5G3	30
Q14773.1	30
Q6RW13	2
P0CV33	4
Q7TSN4	8
P30082	4
Q61090	2
Q16842.1	30
Q9M903	4
B4DF49	5
Q9U298	2
Q9UKZ9.1	15
P78504	30
P36091	10
Q9BQ15	5
Q9H553	5
O00459	5
Q8NGJ1	10
Q92820	20
Q12841.1	15
O75398	5
P54657	2
A0JNW5	5
H2A0N1	2
Q9Y7Q9	4
P32297	4
O13134	6
Q2TV84	28
Q4VP08	2
Q61400	6
Q9JJV9	8
P18572-2	2
Q9ULD2	10
Q9BU62	5
P20336	5
Q15828	5
Q2KHT3	5
Q9VJE5	16
Q92667	5
P00748.3	165
P28906	45
Q86WV6	2
Q08215	4
Q13606	5
P18433.3	30
O43493.4	615
P14448	2
Q9BWT3	10
P53804	5
Q6PKC3	20
Q04637	5
Q99332	16
P16301	6
P35749	15
A6H6T1	4
Q3TBT3	4
D3ZEF4	6
Q02242	6
P00748	10
Q14103	5
P18206	20
Q8TCT0	4
Q5RJI4	6
P48768	4
Q8RWS1	2
Q9Y5L0	5
Q6UWU4	5
Q8TCY5	4
Q15041	2
P30532	5
O43556	5
P47972	15
Q8NFU7	10
Q9JMH9-1	12
Q8NFT8.1	60
Q9BYE2	5
P07900	5
E9PLP1	5
P48181	4
Q0IIM8	10
P49282	6
Q92854.1	135
P40367	12
Q76JU9	4
F4I340	2
Q9UMX0	27
P43600	8
B3A0R3	2
O75356	15
P41800	10
Q948U0	4
Q9W6V6	10
Q99618.1	15
Q6VB84	5
Q7Z591	5
Q91Y77	2
D4B3R7	2
Q8IYP2	5
Q9Y5S8	2
P33891	16
Q9UHD8	5
Q9NRA2	6
Q60603	2
Q9HGM2	2
Q9BX84	30
Q14517.2	1
Q58L91	10
Q9Y6N5	10
Q9UNW8	5
Q9WUS4	6
P09564	10
Q9Z0J6	2
Q9H1B5.2	180
Q7TSA3	8
O60513	5
Q86TI2	5
Q59L12	8
Q13563	36
P59510	75
Q7X8B5	4
P62241	5
Q15746	23
Q8NAD6	5
Q9VWE0	20
N4VG36	6
P34888	2
P01019	15
P49419	5
F1QC45	6
Q8N436	10
P17032	5
Q9TV66	2
B4DU55.2	15
Q9NZ20	11
P04234	10
Q04941	5
Q8IY17	9
Q96G91	5
Q86W25	5
P0CS83	2
Q8GWH3	6
Q99JE4	8
Q63918	6
Q9C0K7	5
P08582	15
P52020	2
Q9Y219	10
Q9UI09	5
P43508	4
Q9HCU4	85
Q01685	4
A6NHR9	10
D4ABY2	2
Q9QXF7	2
Q96E22	4
Q96MU7	5
Q9LSR8	12
O88941	2
Q9Y463	5
Q6P988	5
Q9NQ84	10
P51795	4
Q9GZM5	5
P07207	24
Q9H8Y8	16
Q6Y288	7
Q02750	5
P06213.4	45
Q2TAA5	4
Q92796	10
P56589	5
Q9P260	6
P11117.3	15
Q99466.2	30
P10323	5
O60243.5	30
P59044	5
Q93070	25
P17301	50
Q8IVL0	10
Q9LM93	2
Q9Y624	10
P50429	8
Q99JB7	6
P55287	10
Q96C11	5
P52849.1	15
Q7L1T6	10
P43155	10
Q7YWX7	4
Q9HC10	5
O95390.1	15
Q5AL03	32
Q6PEM8	6
Q80TA6	10
Q06787	10
P47900	9
Q9NS86	2
Q54PR9	8
Q9R0N3	2
Q8NBI2	5
Q9UHD4	5
P46408	2
Q8WSR7	2
Q92609	5
Q8IW19	5
Q8S3U9	6
F4IED2	8
Q7Z614	2
Q84KI1	2
Q9NZ08.3	45
Q6P1I6	6
P32418	5
Q63481	2
Q99835	20
Q86UN2	7
Q05682.3	30
Q9H3Z4	2
Q6UXG2	24
Q6VEQ5	5
Q2TBE6	4
Q6PIZ9.1	15
Q9BXN1.2	15
O60939	15
O73798	12
P17252	2
Q13275	10
Q9UMR7	5
Q1PS23	10
O75095	30
Q3ZPT5	2
O14976.2	15
P19619	2
Q7Z7H5	5
P18084.1	15
Q6NSJ0	27
A8J6J0	2
Q08905	8
P14780	15
Q9UTA3	2
Q02928	5
Q9SJF0	2
Q86WK6	10
Q6LA54	28
Q8NFY4.1	15
Q7Z6J0	12
O43300	5
D4ALV6	2
O59868	10
Q9UBX5.1	30
P00742.2	75
P21754.2	15
Q6GN29	4
Q86UU1	5
Q8N7X8	5
Q8TDQ0.3	45
Q9N5Z2	4
Q9FNR3	6
Q11206	20
Q6UD73	2
P57057	4
Q9BZQ6	35
P37173.2	30
P08238	10
Q8CJ12	22
O04034	4
P25358	2
Q9BLG4	4
A0A1D6GNR3	2
Q9Y5G2	10
Q86UE6	5
D3ZVU9	2
P24863	5
P29973	5
O54769	2
B4DWJ3	5
Q5FWF4	5
P01137	15
Q08380	30
Q5AKU5	2
Q08431	10
P41220-2	2
Q9W266	8
Q4G0M1.2	15
Q8MM24	2
D4ARV2	4
Q9US55	6
Q9AV23	4
Q9ESG4	2
P19634.2	15
Q96LT4	2
Q91WU0	4
P56856	5
Q27086	2
Q9Y6M7	35
Q924Z4	4
P55283.2	60
Q9P109	10
Q9P2D0	15
O60741	6
O75037	10
A4D1N5	5
Q96N21	2
D3W0D1	2
H2LRU7	12
P47862	2
A2AAJ9	1
Q9FMZ0	8
Q8NBS3	10
O00194	5
Q9H4B8	20
Q8GXJ4	12
P10253	30
Q92995	5
P02786.2	60
B0Y6C5	10
Q8GYT8	4
P05374	12
P17213	5
Q9Y561.1	15
Q03113	4
Q9UBU2	5
Q9LTB8	2
P01563.1	15
P13473	80
Q9FP13	12
Q9NRC1	5
P35503	5
Q9NDE8	2
Q9UBB9	5
A2QTU5	8
P06240	4
O95747.1	15
P22102	10
Q6KF10	2
Q9UIK5	15
Q9UN36	5
Q8WXG6	10
Q8NCY6	5
Q9Y4P3	5
O01839	2
P35348	2
O60353.2	45
Q2R435	2
Q12252	10
G5EGQ6	14
Q9UBG0	35
Q14114	5
P84843	2
P28336	15
Q96EZ8	5
P35626	5
P53217	2
Q9UGH3	19
Q92752.3	15
Q68CQ7.2	15
Q9H715	5
Q9H3S5	4
Q14563	15
P19823.2	150
Q9BXJ2	10
O43505.1	30
P55284	6
Q96K49	20
Q9UNF0	6
Q9NZW4	10
P15530	4
O75051	15
P08949.4	120
Q96GR4	2
Q8NIH1	4
Q96C36	5
Q9DA32	2
Q86TB3	18
Q9LK35	20
O22476	24
O95760	2
B9F1C0	12
P40499	4
P55084	2
Q5TB30	10
Q7Z2H8	15
Q9UMD9.3	15
Q5JVX7	5
Q794F9	10
Q3U492	6
Q9Y2D9	10
P98205	10
Q9BTE3	10
O02810	2
Q9FUJ3	6
Q9NA64	6
Q6MZL2	5
Q6P2Q9	10
Q8BH97	2
A0A0U2UXG3	2
P43405	5
P62694	4
P14415	40
Q6H9L7	15
P36955.4	75
Q2VWP7	10
Q685J3	1
Q9BXS9	5
Q92185	10
D4AUX6	12
Q16790	5
Q7Z3K6	5
Q9NW38	5
P35443	15
Q9UMS4	5
Q69YN4	5
O76061	5
Q8TF46	5
Q62962	8
O22208	22
Q9UKX5	80
P05783.2	15
O75643	5
B5U6Y4	2
P23284	5
P43005	20
Q86UV6	5
P0CV38	2
P07711	5
P25628	4
Q9H6L5	6
Q9DAG6	2
Q5ANA3	6
Q96PK6	5
Q86UF1	5
O96008.1	15
P45984	5
P51802	4
Q13610	5
Q9JL56	4
Q8AY81	2
F4JHH5	4
Q92186	30
Q9Y4G6	5
Q9U1S7	16
P35368	2
Q15063	5
Q8N140	5
Q4V3C9	12
P55347	5
Q13425	5
Q9UQV4	35
O97939	14
P01868	5
Q9ZR72	4
Q6T311	5
O94769	15
Q14669	10
Q66K74	5
Q2VPA4	13
P20138.2	30
O00548	5
Q9BQT9.1	75
Q96PD2.1	30
Q8TCT8	35
P56706	15
Q6UXH0.1	60
Q96A83.1	60
P49757	6
P11505	2
Q9NR34.1	60
Q91ZQ0	4
O95407.1	15
P06400	5
Q9ULC8	4
Q5JV73	5
A2VCW5	2
B4DUC2	5
Q9Y2D0	5
Q5J5C9	5
O95866.1	15
Q8X151	2
P21980	5
Q5A1E0	18
O00391-2	2
P06744	10
Q9NQW1	12
Q8AY29	2
Q04118.2	15
Q6NXT4	5
Q13485	5
Q9ERG0	10
A0A0B4J1G0	6
Q12918	5
Q96RQ9	20
Q8IVW6	5
P43256	8
P18510	5
Q15785	5
Q9SU08	14
Q86SJ6	15
Q9Y5I0	15
P05154.3	75
A8MPS7	5
Q924B5	8
